Year,Topic groups,Topic categories 1,Topic categories 2,Topic categories 3,Suppression,Total,County totals
2017,Contraceptive use and previous abortions by age of patient,Age unknown,Multiple forms,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Age unknown,No contraception use,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Age unknown,Oral contraception,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Age unknown,Other contraception,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Age unknown,Rhythm method,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Age unknown,Unknown contraception use,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Ages 15-19,Condom/prophylactic,No previous abortions,,62,
2017,Contraceptive use and previous abortions by age of patient,Ages 15-19,Contraceptive ring,No previous abortions,,3,
2017,Contraceptive use and previous abortions by age of patient,Ages 15-19,Emergency contraception,No previous abortions,,7,
2017,Contraceptive use and previous abortions by age of patient,Ages 15-19,Multiple forms,No previous abortions,,3,
2017,Contraceptive use and previous abortions by age of patient,Ages 15-19,No contraception use,No previous abortions,,494,
2017,Contraceptive use and previous abortions by age of patient,Ages 15-19,Oral contraception,No previous abortions,,88,
2017,Contraceptive use and previous abortions by age of patient,Ages 15-19,Other contraception,No previous abortions,,31,
2017,Contraceptive use and previous abortions by age of patient,Ages 15-19,Rhythm method,No previous abortions,,4,
2017,Contraceptive use and previous abortions by age of patient,Ages 15-19,Unknown contraception use,No previous abortions,,31,
2017,Contraceptive use and previous abortions by age of patient,Ages 20-24,Condom/prophylactic,No previous abortions,,172,
2017,Contraceptive use and previous abortions by age of patient,Ages 20-24,Contraceptive ring,No previous abortions,,19,
2017,Contraceptive use and previous abortions by age of patient,Ages 20-24,Emergency contraception,No previous abortions,,24,
2017,Contraceptive use and previous abortions by age of patient,Ages 20-24,Multiple forms,No previous abortions,,18,
2017,Contraceptive use and previous abortions by age of patient,Ages 20-24,No contraception use,No previous abortions,,1142,
2017,Contraceptive use and previous abortions by age of patient,Ages 20-24,Oral contraception,No previous abortions,,198,
2017,Contraceptive use and previous abortions by age of patient,Ages 20-24,Other contraception,No previous abortions,,61,
2017,Contraceptive use and previous abortions by age of patient,Ages 20-24,Rhythm method,No previous abortions,,11,
2017,Contraceptive use and previous abortions by age of patient,Ages 20-24,Unknown contraception use,No previous abortions,,70,
2017,Contraceptive use and previous abortions by age of patient,Ages 25-29,Condom/prophylactic,No previous abortions,,149,
2017,Contraceptive use and previous abortions by age of patient,Ages 25-29,Contraceptive ring,No previous abortions,,17,
2017,Contraceptive use and previous abortions by age of patient,Ages 25-29,Emergency contraception,No previous abortions,,29,
2017,Contraceptive use and previous abortions by age of patient,Ages 25-29,Multiple forms,No previous abortions,,17,
2017,Contraceptive use and previous abortions by age of patient,Ages 25-29,No contraception use,No previous abortions,,877,
2017,Contraceptive use and previous abortions by age of patient,Ages 25-29,Oral contraception,No previous abortions,,170,
2017,Contraceptive use and previous abortions by age of patient,Ages 25-29,Other contraception,No previous abortions,,52,
2017,Contraceptive use and previous abortions by age of patient,Ages 25-29,Rhythm method,No previous abortions,,23,
2017,Contraceptive use and previous abortions by age of patient,Ages 25-29,Unknown contraception use,No previous abortions,,55,
2017,Contraceptive use and previous abortions by age of patient,Ages 30-34,Condom/prophylactic,No previous abortions,,106,
2017,Contraceptive use and previous abortions by age of patient,Ages 30-34,Contraceptive ring,No previous abortions,,6,
2017,Contraceptive use and previous abortions by age of patient,Ages 30-34,Emergency contraception,No previous abortions,,16,
2017,Contraceptive use and previous abortions by age of patient,Ages 30-34,Multiple forms,No previous abortions,,11,
2017,Contraceptive use and previous abortions by age of patient,Ages 30-34,No contraception use,No previous abortions,,546,
2017,Contraceptive use and previous abortions by age of patient,Ages 30-34,Oral contraception,No previous abortions,,60,
2017,Contraceptive use and previous abortions by age of patient,Ages 30-34,Other contraception,No previous abortions,,36,
2017,Contraceptive use and previous abortions by age of patient,Ages 30-34,Rhythm method,No previous abortions,,24,
2017,Contraceptive use and previous abortions by age of patient,Ages 30-34,Unknown contraception use,No previous abortions,,29,
2017,Contraceptive use and previous abortions by age of patient,Ages 35-39,Condom/prophylactic,No previous abortions,,83,
2017,Contraceptive use and previous abortions by age of patient,Ages 35-39,Contraceptive ring,No previous abortions,,4,
2017,Contraceptive use and previous abortions by age of patient,Ages 35-39,Emergency contraception,No previous abortions,,10,
2017,Contraceptive use and previous abortions by age of patient,Ages 35-39,Multiple forms,No previous abortions,,7,
2017,Contraceptive use and previous abortions by age of patient,Ages 35-39,No contraception use,No previous abortions,,273,
2017,Contraceptive use and previous abortions by age of patient,Ages 35-39,Oral contraception,No previous abortions,,47,
2017,Contraceptive use and previous abortions by age of patient,Ages 35-39,Other contraception,No previous abortions,,20,
2017,Contraceptive use and previous abortions by age of patient,Ages 35-39,Rhythm method,No previous abortions,,15,
2017,Contraceptive use and previous abortions by age of patient,Ages 35-39,Unknown contraception use,No previous abortions,,23,
2017,Contraceptive use and previous abortions by age of patient,Ages 40-44,Condom/prophylactic,No previous abortions,,23,
2017,Contraceptive use and previous abortions by age of patient,Ages 40-44,Contraceptive ring,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Ages 40-44,Emergency contraception,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Ages 40-44,Multiple forms,No previous abortions,,2,
2017,Contraceptive use and previous abortions by age of patient,Ages 40-44,No contraception use,No previous abortions,,109,
2017,Contraceptive use and previous abortions by age of patient,Ages 40-44,Oral contraception,No previous abortions,,8,
2017,Contraceptive use and previous abortions by age of patient,Ages 40-44,Other contraception,No previous abortions,,7,
2017,Contraceptive use and previous abortions by age of patient,Ages 40-44,Rhythm method,No previous abortions,,8,
2017,Contraceptive use and previous abortions by age of patient,Ages 40-44,Unknown contraception use,No previous abortions,,11,
2017,Contraceptive use and previous abortions by age of patient,Ages 45+,Condom/prophylactic,No previous abortions,,1,
2017,Contraceptive use and previous abortions by age of patient,Ages 45+,Contraceptive ring,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Ages 45+,Emergency contraception,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Ages 45+,Multiple forms,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Ages 45+,No contraception use,No previous abortions,,9,
2017,Contraceptive use and previous abortions by age of patient,Ages 45+,Oral contraception,No previous abortions,,1,
2017,Contraceptive use and previous abortions by age of patient,Ages 45+,Other contraception,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Ages 45+,Rhythm method,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Ages 45+,Unknown contraception use,No previous abortions,,1,
2017,Contraceptive use and previous abortions by age of patient,Ages <15,Condom/prophylactic,No previous abortions,,1,
2017,Contraceptive use and previous abortions by age of patient,Ages <15,Contraceptive ring,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Ages <15,Emergency contraception,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Ages <15,Multiple forms,No previous abortions,,0,
2017,Contraceptive use and previous abortions by age of patient,Ages <15,No contraception use,No previous abortions,,13,
2017,Contraceptive use and previous abortions by age of patient,Ages <15,Oral contraception,No previous abortions,,0,
